Keyword,Definition,Category,filename
Link Juice,A colloquial term in SEO referring to the value or equity passed from one page to another via hyperlinks.,SEO & Search Visibility,Link-Juice.md
Local SEO,"Optimizing a website to be found in local search results (e.g., 'near me' searches).",SEO & Search Visibility,Local-SEO.md
Log File Analysis,Analyzing server logs to see exactly how search engine bots are crawling a website.,SEO & Search Visibility,Log-File-Analysis.md
Long-Tail Keywords,"Search volume is low, but conversion rates are high.",SEO & Search Visibility,Long-Tail-Keywords.md
LSI Keywords (Latent Semantic Indexing),Conceptual terms related to the main keyword that help search engines understand content context.,SEO & Search Visibility,LSI-Keywords--Latent-Semantic-Indexing-.md
Meta Description,A summary of a page's content that appears in search engine results.,SEO & Search Visibility,Meta-Description.md
Mobile-First Indexing,Google's indexing method where the mobile version of a website is used for ranking and indexing.,SEO & Search Visibility,Mobile-First-Indexing.md
Off-Page SEO,Actions taken outside of your own website to impact your rankings within search engine results pages.,SEO & Search Visibility,Off-Page-SEO.md
On-Page SEO,The practice of optimizing individual web pages in order to rank higher and earn more relevant traffic.,SEO & Search Visibility,On-Page-SEO.md
Open Graph Protocol (OGP),"Meta tags that control how a URL is displayed when shared on social media (Facebook, LinkedIn, etc.).",SEO & Search Visibility,Open-Graph-Protocol--OGP-.md
Orphan Page,"A webpage that has no internal links pointing to it, making it hard for crawlers to find.",SEO & Search Visibility,Orphan-Page.md
Parasite SEO,Publishing content on high-authority third-party sites (like LinkedIn or Medium) to rank for competitive keywords.,SEO & Search Visibility,Parasite-SEO.md
Redirect Chain,"A series of redirects that go from one URL to another, and then to another, slowing down page load.",SEO & Search Visibility,Redirect-Chain.md
Robots.txt,A text file webmasters create to instruct web robots (crawlers) how to crawl pages on their website.,SEO & Search Visibility,Robots.txt.md
Schema.org,"A collaborative community activity with a mission to create, maintain, and promote schemas for structured data.",SEO & Search Visibility,Schema.org.md
Search Generative Experience (SGE),"Google's integration of generative AI directly into search results, providing snapshots and conversational modes.",SEO & Search Visibility,Search-Generative-Experience--SGE-.md
Search Intent,User's purpose for a query.,SEO & Search Visibility,Search-Intent.md
Search Intent (Navigational/Informational/Transactional),The underlying goal a user has when typing a query into a search engine.,SEO & Search Visibility,Search-Intent--Navigational-Informational-Transactional-.md
Search Volume,The number of times a specific keyword is searched for during a given timeframe.,SEO & Search Visibility,Search-Volume.md
SERP (Search Engine Results Page),The page displayed by a search engine in response to a query.,SEO & Search Visibility,SERP--Search-Engine-Results-Page-.md
Structured Data,Code added to a website to help search engines understand the content better.,SEO & Search Visibility,Structured-Data.md
Structured Data / Schema Markup,A standardized format for providing information about a page and classifying the page content.,SEO & Search Visibility,Structured-Data---Schema-Markup.md
Topical Authority,"The depth of expertise a website shows on a specific subject, influencing its ranking for related keywords.",SEO & Search Visibility,Topical-Authority.md
Toxic Backlinks,Links from low-quality or suspicious sites that can harm your SEO rankings.,SEO & Search Visibility,Toxic-Backlinks.md
XML Sitemap,"A file where you provide information about the pages, videos, and other files on your site, and the relationships between them.",SEO & Search Visibility,XML-Sitemap.md
Zero-Click Search,Search results that answer the user's query directly on the SERP.,SEO & Search Visibility,Zero-Click-Search.md
ACV (Annual Contract Value),"The average annualized revenue per customer contract, excluding one-time fees.",SMB (DX)-Friendly Solutions,ACV--Annual-Contract-Value-.md
Agile Methodology,A project management approach based on iterative development and flexibility.,SMB (DX)-Friendly Solutions,Agile-Methodology.md
ARPU (Average Revenue Per User),The average amount of revenue generated from each active user or unit over a period.,SMB (DX)-Friendly Solutions,ARPU--Average-Revenue-Per-User-.md
Bookings vs Revenue,Bookings is the value of signed contracts; Revenue is the income recognized over the service period.,SMB (DX)-Friendly Solutions,Bookings-vs-Revenue.md
Bootstrap,Building a company from the ground up with nothing but personal savings and the cash coming in.,SMB (DX)-Friendly Solutions,Bootstrap.md
Burn Multiple,A metric measuring how much a startup burns to generate each dollar of new ARR (efficiency metric).,SMB (DX)-Friendly Solutions,Burn-Multiple.md
Burn Rate,The rate at which a new company is spending its venture capital to finance overhead before generating positive cash flow.,SMB (DX)-Friendly Solutions,Burn-Rate.md
CAC Payback Period,The time it takes for a customer to generate enough revenue to cover the cost of acquiring them.,SMB (DX)-Friendly Solutions,CAC-Payback-Period.md
Churn Analysis,The process of evaluating the rate at which customers stop doing business with an entity.,SMB (DX)-Friendly Solutions,Churn-Analysis.md
Cloud-Native,Applications built and run to take full advantage of the cloud computing model.,SMB (DX)-Friendly Solutions,Cloud-Native.md
Contraction MRR,The reduction in MRR due to customers downgrading their subscriptions.,SMB (DX)-Friendly Solutions,Contraction-MRR.md
Cost-Benefit Analysis,A systematic approach to estimating the strengths and weaknesses of alternatives.,SMB (DX)-Friendly Solutions,Cost-Benefit-Analysis.md
Cost-Effective,Producing good results without costing a lot of money.,SMB (DX)-Friendly Solutions,Cost-Effective.md
Customer Acquisition Cost (CAC),The total cost of sales and marketing efforts needed to acquire a new customer.,SMB (DX)-Friendly Solutions,Customer-Acquisition-Cost--CAC-.md
Customer Health Score,"A metric used to predict the likelihood of a customer churning or renewing, based on usage data.",SMB (DX)-Friendly Solutions,Customer-Health-Score.md
Digital Maturity Model,A framework for assessing an organization's current level of digital capability.,SMB (DX)-Friendly Solutions,Digital-Maturity-Model.md
Digital Transformation Strategy,A plan of action describing how a business will strategically reposition itself in the digital economy.,SMB (DX)-Friendly Solutions,Digital-Transformation-Strategy.md
Expansion MRR,Monthly Recurring Revenue generated from existing customers through upsells and cross-sells.,SMB (DX)-Friendly Solutions,Expansion-MRR.md
Freemium Model,"A business model where basic services are free, but advanced features require payment.",SMB (DX)-Friendly Solutions,Freemium-Model.md
Freemium to Premium Conversion,The percentage of free users who upgrade to a paid plan.,SMB (DX)-Friendly Solutions,Freemium-to-Premium-Conversion.md
Gross Revenue Retention (GRR),"The percentage of recurring revenue retained from existing customers, excluding upsells (focuses on churn/downgrades).",SMB (DX)-Friendly Solutions,Gross-Revenue-Retention--GRR-.md
